,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
0,2007,"$140,000 ","$114,950 ","$115,250 ","$142,000 ","$130,000 ","$157,250 ","$120,250 ","$80,900 ","$81,000 ","$115,500 ","$105,000 ","$131,500 ",Adams
1,2008,"$89,450 ","$95,000 ","$80,000 ","$72,000 ","$108,000 ","$95,000 ","$75,900 ","$93,750 ","$120,250 ","$131,450 ","$99,500 ","$96,000 ",Adams
2,2009,"$139,900 ","$48,500 ","$56,850 ","$84,950 ","$105,000 ","$140,000 ","$127,400 ","$127,000 ","$99,900 ","$134,900 ","$91,250 ","$119,000 ",Adams
3,2010,"$88,500 ","$83,500 ","$85,000 ","$62,250 ","$95,000 ","$116,000 ","$118,000 ","$112,000 ","$133,500 ","$87,000 ","$89,000 ","$91,000 ",Adams
4,2011,"$76,500 ","$60,000 ","$59,000 ","$66,000 ","$112,550 ","$79,000 ","$109,450 ","$84,000 ","$87,500 ","$97,750 ","$106,000 ","$78,900 ",Adams
5,2012,"$87,000 ","$52,900 ","$89,975 ","$71,900 ","$115,000 ","$112,500 ","$105,450 ","$127,500 ","$119,000 ","$82,000 ","$94,500 ","$79,900 ",Adams
6,2013,"$125,000 ","$71,000 ","$115,000 ","$83,000 ","$90,000 ","$120,299 ","$112,500 ","$88,500 ","$81,500 ","$118,500 ","$108,000 ","$120,000 ",Adams
7,2014,"$42,500 ","$70,125 ","$106,500 ","$75,900 ","$114,500 ","$119,900 ","$86,000 ","$77,750 ","$66,500 ","$123,750 ","$67,500 ","$91,000 ",Adams
8,2015,"$92,100 ","$138,000 ","$120,950 ","$114,000 ","$102,800 ","$125,000 ","$110,000 ","$103,000 ","$120,500 ","$101,000 ","$81,500 ","$92,000 ",Adams
9,2016,"$120,000 ","$120,000 ","$129,000 ","$117,950 ","$117,500 ","$104,000 ","$114,900 ","$129,950 ","$118,750 ","$117,250 ","$127,000 ","$133,500 ",Adams
10,2017,"$160,000 ","$77,600 ","$94,500 ","$115,000 ","$116,000 ","$125,000 ","$142,750 ","$128,500 ","$137,450 ","$114,700 ","$125,250 ","$128,100 ",Adams
11,2018,"$93,400 ","$92,000 ","$111,000 ","$125,000 ","$126,250 ","$150,000 ","$140,000 ","$140,950 ","$125,200 ","$104,650 ","$150,000 ","$100,950 ",Adams
12,2019,"$120,000 ","$137,500 ","$140,000 ","$138,000 ","$155,000 ","$146,000 ","$139,000 ","$145,450 ","$129,200 ","$166,000 ","$135,000 ","$140,000 ",Adams
13,2020,"$173,500 ","$182,750 ","$147,500 ","$135,000 ","$122,625 ","$162,000 ","$147,750 ","$185,000 ","$142,000 ","$189,825 ","$160,750 ","$220,000 ",Adams
14,2021,"$135,250 ","$165,000 ","$202,000 ","$170,000 ","$165,700 ","$192,500 ","$172,000 ","$180,000 ","$222,460 ","$195,000 ","$184,000 ","$210,000 ",Adams
15,2022,"$219,500 ","$192,000 ","$206,250 ","$180,000 ","$235,001 ","$181,500 ","$206,500 ","$174,900 ","$226,000 ","$191,065 ","$168,950 ","$212,450 ",Adams
16,2023,"$270,000 ","$238,400 ","$262,500 ","$172,500 ","$290,000 ","$224,900 ","$210,000 ","$250,000 ","$219,950 ","$234,750 ","$180,000 ","$194,950 ",Adams
17,2024,"$227,000 ","$246,500 ","$230,000 ","$185,000 ","$248,000 ","$254,750 ","$179,000 ","$260,000 ","$247,500 ",,,,Adams
0,2007,"$107,000 ","$73,000 ","$120,000 ","$139,500 ","$92,630 ","$98,900 ","$94,000 ","$122,000 ","$121,285 ","$91,500 ","$98,950 ","$86,000 ",Juneau
1,2008,"$122,500 ","$85,500 ","$125,000 ","$129,000 ","$55,000 ","$95,000 ","$82,000 ","$95,950 ","$79,750 ","$97,000 ","$80,500 ","$57,475 ",Juneau
2,2009,"$89,500 ","$66,900 ","$88,440 ","$94,000 ","$73,500 ","$95,750 ","$79,700 ","$66,000 ","$69,000 ","$85,000 ","$85,000 ","$85,900 ",Juneau
3,2010,"$56,490 ","$75,500 ","$85,000 ","$89,786 ","$141,000 ","$78,000 ","$74,000 ","$72,500 ","$89,950 ","$110,000 ","$78,000 ","$110,022 ",Juneau
4,2011,"$50,000 ","$58,250 ","$75,750 ","$87,000 ","$81,600 ","$88,000 ","$52,950 ","$110,250 ","$90,000 ","$69,000 ","$67,750 ","$80,750 ",Juneau
5,2012,"$105,000 ","$53,000 ","$60,750 ","$105,000 ","$45,000 ","$73,250 ","$74,500 ","$79,750 ","$104,900 ","$104,000 ","$75,000 ","$86,750 ",Juneau
6,2013,"$111,250 ","$71,111 ","$93,700 ","$85,920 ","$81,500 ","$80,000 ","$91,000 ","$89,250 ","$116,500 ","$96,000 ","$76,750 ","$80,000 ",Juneau
7,2014,"$63,950 ","$44,000 ","$65,000 ","$126,500 ","$110,950 ","$91,250 ","$84,850 ","$99,800 ","$129,000 ","$72,200 ","$130,000 ","$74,500 ",Juneau
8,2015,"$84,750 ","$63,000 ","$59,900 ","$122,250 ","$78,625 ","$78,400 ","$95,450 ","$88,800 ","$88,000 ","$97,500 ","$92,950 ","$99,500 ",Juneau
9,2016,"$95,000 ","$100,000 ","$114,750 ","$89,900 ","$119,900 ","$109,950 ","$99,500 ","$120,000 ","$120,500 ","$100,750 ","$92,400 ","$89,900 ",Juneau
10,2017,"$103,500 ","$101,500 ","$117,000 ","$85,900 ","$124,000 ","$115,450 ","$137,750 ","$128,000 ","$122,500 ","$99,450 ","$96,950 ","$94,000 ",Juneau
11,2018,"$93,000 ","$94,900 ","$107,450 ","$125,000 ","$134,000 ","$142,000 ","$118,800 ","$142,500 ","$157,000 ","$117,500 ","$120,000 ","$109,500 ",Juneau
12,2019,"$89,000 ","$112,500 ","$144,000 ","$143,500 ","$138,425 ","$121,000 ","$130,000 ","$140,000 ","$144,500 ","$130,000 ","$170,000 ","$135,450 ",Juneau
13,2020,"$98,500 ","$122,000 ","$147,900 ","$163,500 ","$162,500 ","$162,000 ","$149,950 ","$174,950 ","$146,000 ","$175,500 ","$162,450 ","$152,200 ",Juneau
14,2021,"$205,000 ","$173,494 ","$162,400 ","$204,500 ","$159,000 ","$184,950 ","$173,400 ","$146,500 ","$167,450 ","$179,750 ","$140,800 ","$170,000 ",Juneau
15,2022,"$153,000 ","$171,000 ","$175,000 ","$167,000 ","$162,500 ","$160,000 ","$161,000 ","$215,000 ","$155,500 ","$178,443 ","$187,500 ","$221,500 ",Juneau
16,2023,"$199,500 ","$219,500 ","$285,000 ","$197,450 ","$166,000 ","$179,750 ","$248,500 ","$280,000 ","$203,000 ","$233,250 ","$255,000 ","$263,450 ",Juneau
17,2024,"$260,000 ","$265,000 ","$204,950 ","$235,000 ","$194,900 ","$250,000 ","$220,500 ","$245,000 ","$250,000 ",,,,Juneau
0,2007,"$126,900 ","$144,250 ","$130,000 ","$119,900 ","$139,950 ","$141,500 ","$145,000 ","$134,700 ","$133,000 ","$135,001 ","$138,900 ","$133,950 ",Marathon
1,2008,"$135,000 ","$137,000 ","$133,153 ","$121,500 ","$128,450 ","$126,500 ","$134,500 ","$154,427 ","$136,000 ","$153,900 ","$110,000 ","$122,000 ",Marathon
2,2009,"$121,750 ","$125,000 ","$127,000 ","$125,000 ","$125,000 ","$133,500 ","$119,500 ","$134,450 ","$130,750 ","$132,900 ","$127,000 ","$109,000 ",Marathon
3,2010,"$129,500 ","$124,500 ","$124,250 ","$110,770 ","$119,400 ","$129,000 ","$138,500 ","$132,450 ","$123,000 ","$122,000 ","$99,900 ","$120,000 ",Marathon
4,2011,"$113,450 ","$98,950 ","$96,500 ","$121,000 ","$124,500 ","$117,750 ","$97,000 ","$125,000 ","$110,000 ","$129,500 ","$115,450 ","$102,000 ",Marathon
5,2012,"$98,250 ","$88,750 ","$109,100 ","$109,750 ","$120,000 ","$123,500 ","$112,650 ","$120,362 ","$106,685 ","$138,250 ","$110,000 ","$118,700 ",Marathon
6,2013,"$124,900 ","$118,000 ","$117,000 ","$120,000 ","$119,500 ","$126,500 ","$125,000 ","$121,000 ","$128,500 ","$110,000 ","$115,000 ","$119,400 ",Marathon
7,2014,"$110,000 ","$117,250 ","$116,500 ","$115,000 ","$125,000 ","$135,850 ","$129,900 ","$137,500 ","$120,000 ","$125,000 ","$126,450 ","$122,750 ",Marathon
8,2015,"$101,000 ","$115,000 ","$122,500 ","$116,250 ","$135,000 ","$139,900 ","$139,500 ","$154,000 ","$120,000 ","$140,000 ","$128,900 ","$130,000 ",Marathon
9,2016,"$114,900 ","$132,000 ","$134,900 ","$124,325 ","$128,900 ","$147,500 ","$135,750 ","$144,450 ","$132,900 ","$145,000 ","$152,000 ","$148,400 ",Marathon
10,2017,"$117,363 ","$95,250 ","$138,000 ","$142,500 ","$133,100 ","$164,000 ","$135,000 ","$162,000 ","$142,000 ","$155,000 ","$159,000 ","$139,900 ",Marathon
11,2018,"$139,000 ","$149,900 ","$153,000 ","$160,500 ","$167,000 ","$166,500 ","$175,000 ","$155,950 ","$163,000 ","$154,900 ","$145,450 ","$123,500 ",Marathon
12,2019,"$164,900 ","$152,000 ","$169,250 ","$153,750 ","$166,250 ","$174,950 ","$180,500 ","$179,900 ","$154,500 ","$165,000 ","$165,900 ","$174,950 ",Marathon
13,2020,"$159,500 ","$159,500 ","$154,000 ","$170,000 ","$182,250 ","$190,000 ","$192,750 ","$195,950 ","$189,950 ","$189,900 ","$179,000 ","$186,200 ",Marathon
14,2021,"$159,825 ","$161,200 ","$189,750 ","$193,450 ","$200,000 ","$210,500 ","$205,000 ","$200,000 ","$195,000 ","$215,000 ","$200,000 ","$189,200 ",Marathon
15,2022,"$179,950 ","$200,950 ","$191,000 ","$226,600 ","$225,000 ","$250,400 ","$237,500 ","$230,000 ","$210,000 ","$215,000 ","$209,900 ","$220,000 ",Marathon
16,2023,"$229,900 ","$260,250 ","$218,750 ","$216,000 ","$235,500 ","$248,550 ","$247,500 ","$255,000 ","$243,000 ","$222,500 ","$232,500 ","$200,000 ",Marathon
17,2024,"$205,000 ","$227,000 ","$242,500 ","$282,000 ","$265,563 ","$267,853 ","$268,000 ","$259,000 ","$236,250 ",,,,Marathon
0,2007,"$146,250 ","$119,250 ","$97,500 ","$128,500 ","$141,000 ","$142,500 ","$143,700 ","$132,450 ","$137,000 ","$115,950 ","$163,750 ","$91,500 ",Marquette
1,2008,"$127,000 ","$129,900 ","$141,500 ","$125,500 ","$114,750 ","$123,000 ","$120,000 ","$164,900 ","$121,750 ","$90,500 ","$125,500 ","$92,330 ",Marquette
2,2009,"$22,500 ","$114,450 ","$101,750 ","$119,000 ","$162,575 ","$121,900 ","$104,000 ","$150,000 ","$139,000 ","$127,000 ","$125,000 ","$90,000 ",Marquette
3,2010,"$109,950 ","$70,000 ","$102,000 ","$76,500 ","$76,200 ","$103,637 ","$145,000 ","$151,000 ","$87,900 ","$90,000 ","$79,900 ","$102,500 ",Marquette
4,2011,"$146,000 ","$79,500 ","$55,669 ","$58,000 ","$108,900 ","$86,500 ","$90,000 ","$138,000 ","$55,000 ","$132,000 ","$144,900 ","$90,000 ",Marquette
5,2012,"$105,000 ","$55,000 ","$76,000 ","$125,450 ","$82,500 ","$100,000 ","$87,000 ","$103,700 ","$128,000 ","$50,677 ","$104,750 ","$111,000 ",Marquette
6,2013,"$58,750 ","$128,000 ","$78,375 ","$172,000 ","$78,250 ","$102,000 ","$125,500 ","$97,500 ","$73,500 ","$115,000 ","$58,000 ","$110,250 ",Marquette
7,2014,"$50,000 ","$82,500 ","$93,500 ","$78,000 ","$75,000 ","$88,000 ","$98,000 ","$117,000 ","$135,000 ","$78,500 ","$95,000 ","$148,500 ",Marquette
8,2015,"$60,000 ","$65,500 ","$115,000 ","$85,000 ","$95,000 ","$77,300 ","$84,000 ","$122,500 ","$62,500 ","$135,000 ","$94,000 ","$62,250 ",Marquette
9,2016,"$87,450 ","$99,900 ","$114,250 ","$87,750 ","$108,750 ","$166,250 ","$114,900 ","$111,750 ","$116,000 ","$123,300 ","$118,000 ","$101,150 ",Marquette
10,2017,"$106,500 ","$61,750 ","$126,750 ","$123,500 ","$125,700 ","$120,450 ","$154,500 ","$121,000 ","$121,450 ","$122,750 ","$125,250 ","$125,000 ",Marquette
11,2018,"$149,500 ","$85,900 ","$93,900 ","$155,000 ","$123,200 ","$140,250 ","$145,000 ","$135,000 ","$159,500 ","$135,950 ","$132,200 ","$135,000 ",Marquette
12,2019,"$110,000 ","$137,000 ","$114,000 ","$179,670 ","$134,950 ","$118,000 ","$173,500 ","$115,000 ","$130,200 ","$133,693 ","$167,500 ","$192,500 ",Marquette
13,2020,"$147,000 ","$122,500 ","$198,000 ","$179,950 ","$160,500 ","$140,500 ","$177,500 ","$205,000 ","$143,400 ","$160,000 ","$151,000 ","$195,000 ",Marquette
14,2021,"$179,900 ","$160,500 ","$170,000 ","$198,500 ","$222,000 ","$152,500 ","$187,507 ","$207,250 ","$233,000 ","$232,000 ","$246,500 ","$200,000 ",Marquette
15,2022,"$220,000 ","$207,950 ","$167,000 ","$259,000 ","$188,750 ","$224,000 ","$220,000 ","$229,700 ","$231,000 ","$168,000 ","$215,000 ","$193,200 ",Marquette
16,2023,"$250,000 ","$250,000 ","$274,500 ","$215,000 ","$239,900 ","$212,500 ","$202,900 ","$236,000 ","$247,000 ","$190,000 ","$275,000 ","$197,000 ",Marquette
17,2024,"$190,000 ","$188,000 ","$250,000 ","$234,000 ","$247,500 ","$243,000 ","$264,000 ","$256,500 ","$334,500 ",,,,Marquette
0,2007,"$136,250 ","$128,500 ","$124,000 ","$127,000 ","$149,900 ","$138,500 ","$140,450 ","$136,000 ","$132,000 ","$142,750 ","$128,000 ","$116,900 ",Portage
1,2008,"$125,000 ","$123,450 ","$165,000 ","$134,900 ","$130,000 ","$145,000 ","$128,250 ","$139,900 ","$142,500 ","$144,000 ","$122,900 ","$113,700 ",Portage
2,2009,"$132,450 ","$116,000 ","$131,600 ","$136,000 ","$128,700 ","$144,000 ","$135,000 ","$137,825 ","$120,000 ","$140,200 ","$134,750 ","$119,000 ",Portage
3,2010,"$164,000 ","$136,950 ","$107,750 ","$128,000 ","$127,400 ","$165,000 ","$141,000 ","$140,500 ","$99,900 ","$127,000 ","$132,150 ","$114,900 ",Portage
4,2011,"$134,250 ","$142,500 ","$141,000 ","$117,000 ","$134,000 ","$129,500 ","$134,000 ","$142,000 ","$140,000 ","$119,900 ","$138,000 ","$134,000 ",Portage
5,2012,"$130,700 ","$107,500 ","$125,000 ","$114,900 ","$129,000 ","$132,000 ","$145,000 ","$134,900 ","$136,200 ","$134,750 ","$119,900 ","$120,000 ",Portage
6,2013,"$158,700 ","$118,000 ","$151,000 ","$124,500 ","$135,250 ","$141,000 ","$150,500 ","$140,000 ","$139,000 ","$149,000 ","$130,950 ","$161,125 ",Portage
7,2014,"$122,000 ","$116,500 ","$145,000 ","$121,000 ","$120,000 ","$141,200 ","$151,875 ","$144,250 ","$143,000 ","$113,400 ","$128,950 ","$136,000 ",Portage
8,2015,"$139,875 ","$125,000 ","$137,000 ","$120,000 ","$134,500 ","$161,850 ","$143,900 ","$140,450 ","$141,250 ","$140,000 ","$146,500 ","$109,900 ",Portage
9,2016,"$154,750 ","$147,000 ","$144,750 ","$145,000 ","$144,900 ","$155,600 ","$147,000 ","$156,250 ","$152,000 ","$156,000 ","$159,950 ","$138,000 ",Portage
10,2017,"$134,500 ","$156,450 ","$148,000 ","$127,000 ","$163,750 ","$161,250 ","$166,500 ","$183,500 ","$174,000 ","$165,900 ","$164,500 ","$161,000 ",Portage
11,2018,"$173,000 ","$142,950 ","$163,750 ","$170,000 ","$167,500 ","$179,050 ","$161,000 ","$184,950 ","$157,175 ","$175,000 ","$153,450 ","$162,000 ",Portage
12,2019,"$175,750 ","$159,000 ","$167,781 ","$172,900 ","$223,950 ","$185,000 ","$168,500 ","$178,450 ","$194,000 ","$179,500 ","$167,000 ","$175,500 ",Portage
13,2020,"$169,600 ","$158,000 ","$182,450 ","$185,000 ","$206,000 ","$197,500 ","$215,000 ","$215,000 ","$216,500 ","$200,000 ","$195,950 ","$198,750 ",Portage
14,2021,"$201,000 ","$197,765 ","$198,000 ","$222,500 ","$240,000 ","$215,000 ","$235,000 ","$220,000 ","$225,750 ","$215,000 ","$189,500 ","$232,500 ",Portage
15,2022,"$232,500 ","$229,900 ","$246,000 ","$276,700 ","$229,950 ","$292,450 ","$242,000 ","$259,000 ","$234,000 ","$243,750 ","$244,900 ","$239,900 ",Portage
16,2023,"$238,000 ","$255,000 ","$240,000 ","$239,900 ","$302,500 ","$280,000 ","$250,000 ","$267,500 ","$275,000 ","$235,000 ","$270,000 ","$272,000 ",Portage
17,2024,"$240,500 ","$314,000 ","$250,000 ","$298,200 ","$286,700 ","$295,750 ","$286,500 ","$279,900 ","$306,450 ",,,,Portage
0,2007,"$293,000 ","$436,500 ","$151,950 ","$75,000 ","$100,000 ","$170,000 ","$136,500 ","$94,000 ","$121,250 ","$105,000 ","$112,500 ","$150,000 ",Waushara
1,2008,"$105,000 ","$130,000 ","$91,500 ","$267,500 ","$137,750 ","$7,500 ",$,"$69,500 ","$122,250 ","$80,000 ","$193,500 ","$128,000 ",Waushara
2,2009,$,"$180,000 ",$,"$62,710 ","$57,900 ","$175,000 ","$403,250 ","$62,500 ","$85,000 ","$157,000 ","$18,000 ","$145,000 ",Waushara
3,2010,"$22,900 ",$,"$50,000 ","$86,500 ","$119,500 ","$170,000 ","$115,000 ","$149,000 ","$120,450 ","$118,000 ","$68,500 ","$65,500 ",Waushara
4,2011,"$183,750 ","$67,250 ","$81,500 ","$59,500 ","$105,000 ","$94,900 ","$129,000 ","$101,500 ","$87,000 ","$90,950 ","$96,500 ","$54,625 ",Waushara
5,2012,"$102,750 ","$55,274 ","$79,000 ","$88,450 ","$74,000 ","$95,000 ","$80,000 ","$116,500 ","$70,750 ","$105,000 ","$118,500 ","$48,750 ",Waushara
6,2013,"$54,900 ","$84,250 ","$80,000 ","$90,000 ","$124,250 ","$127,450 ","$68,150 ","$113,000 ","$131,950 ","$124,000 ","$103,750 ","$93,150 ",Waushara
7,2014,"$88,000 ","$105,000 ","$113,450 ","$75,500 ","$88,400 ","$91,050 ","$120,000 ","$131,500 ","$98,200 ","$161,000 ","$85,000 ","$90,000 ",Waushara
8,2015,"$165,000 ","$79,950 ","$87,250 ","$74,450 ","$112,500 ","$145,000 ","$135,000 ","$86,000 ","$121,000 ","$146,900 ","$123,000 ","$98,000 ",Waushara
9,2016,"$74,500 ","$106,800 ","$114,000 ","$120,000 ","$115,000 ","$133,000 ","$140,000 ","$137,093 ","$130,000 ","$149,950 ","$120,000 ","$131,575 ",Waushara
10,2017,"$112,500 ","$97,500 ","$112,945 ","$142,500 ","$186,000 ","$120,000 ","$155,450 ","$130,000 ","$131,000 ","$129,000 ","$140,000 ","$109,500 ",Waushara
11,2018,"$139,900 ","$119,000 ","$136,000 ","$140,000 ","$146,000 ","$121,500 ","$120,000 ","$170,000 ","$142,000 ","$127,900 ","$128,500 ","$222,000 ",Waushara
12,2019,"$143,500 ","$90,000 ","$131,500 ","$154,000 ","$170,000 ","$174,950 ","$173,450 ","$155,000 ","$130,000 ","$136,000 ","$130,000 ","$152,750 ",Waushara
13,2020,"$170,000 ","$85,000 ","$109,500 ","$135,000 ","$145,000 ","$175,000 ","$152,000 ","$200,000 ","$143,000 ","$183,500 ","$160,000 ","$145,000 ",Waushara
14,2021,"$237,250 ","$115,000 ","$258,400 ","$162,450 ","$163,000 ","$172,500 ","$192,556 ","$280,000 ","$209,750 ","$198,750 ","$190,000 ","$181,000 ",Waushara
15,2022,"$349,900 ","$180,000 ","$175,000 ","$237,000 ","$180,000 ","$170,000 ","$270,000 ","$199,000 ","$224,998 ","$228,950 ","$148,000 ","$204,950 ",Waushara
16,2023,"$225,000 ","$300,000 ","$202,345 ","$260,000 ","$279,000 ","$250,000 ","$207,500 ","$185,500 ","$235,000 ","$180,000 ","$257,450 ","$200,000 ",Waushara
17,2024,"$252,500 ","$282,500 ","$221,000 ","$245,000 ","$180,000 ","$342,500 ","$285,000 ","$283,700 ","$255,000 ",,,,Waushara
0,2007,"$86,500 ","$76,000 ","$99,700 ","$94,500 ","$114,900 ","$113,950 ","$99,950 ","$117,950 ","$99,900 ","$96,950 ","$87,000 ","$93,250 ",Wood
1,2008,"$111,750 ","$95,000 ","$119,950 ","$87,000 ","$108,750 ","$101,250 ","$86,328 ","$96,900 ","$102,000 ","$77,500 ","$88,100 ","$76,450 ",Wood
2,2009,"$78,700 ","$96,000 ","$83,950 ","$106,000 ","$105,750 ","$106,000 ","$81,500 ","$95,000 ","$96,750 ","$109,000 ","$86,450 ","$96,900 ",Wood
3,2010,"$96,000 ","$102,500 ","$96,000 ","$103,500 ","$97,500 ","$91,625 ","$101,250 ","$93,250 ","$98,900 ","$87,000 ","$93,000 ","$100,000 ",Wood
4,2011,"$85,000 ","$70,000 ","$76,900 ","$79,000 ","$84,450 ","$113,900 ","$101,900 ","$117,000 ","$91,000 ","$80,000 ","$94,450 ","$97,500 ",Wood
5,2012,"$52,900 ","$92,500 ","$94,000 ","$85,900 ","$88,400 ","$95,750 ","$100,000 ","$118,700 ","$90,000 ","$80,000 ","$88,950 ","$103,500 ",Wood
6,2013,"$55,000 ","$77,500 ","$94,000 ","$97,000 ","$86,500 ","$83,750 ","$107,000 ","$99,500 ","$114,900 ","$92,200 ","$96,500 ","$100,000 ",Wood
7,2014,"$80,000 ","$100,000 ","$90,000 ","$67,900 ","$99,900 ","$107,000 ","$95,000 ","$115,900 ","$84,450 ","$90,000 ","$114,500 ","$90,325 ",Wood
8,2015,"$80,325 ","$89,900 ","$96,500 ","$105,250 ","$92,500 ","$95,500 ","$108,355 ","$102,750 ","$92,500 ","$116,000 ","$89,000 ","$98,000 ",Wood
9,2016,"$89,500 ","$83,000 ","$104,500 ","$81,450 ","$100,000 ","$114,000 ","$111,000 ","$109,900 ","$112,450 ","$99,900 ","$116,200 ","$85,000 ",Wood
10,2017,"$94,000 ","$99,900 ","$107,500 ","$119,900 ","$110,000 ","$123,500 ","$109,000 ","$105,000 ","$123,500 ","$106,750 ","$88,000 ","$111,750 ",Wood
11,2018,"$76,500 ","$87,950 ","$123,500 ","$125,750 ","$128,000 ","$123,625 ","$120,000 ","$123,000 ","$135,000 ","$133,300 ","$125,000 ","$126,250 ",Wood
12,2019,"$96,000 ","$103,500 ","$132,000 ","$117,500 ","$135,000 ","$137,250 ","$118,000 ","$134,900 ","$123,700 ","$140,000 ","$125,000 ","$127,700 ",Wood
13,2020,"$119,000 ","$97,000 ","$126,000 ","$125,000 ","$160,500 ","$137,750 ","$131,000 ","$135,000 ","$156,500 ","$128,500 ","$134,000 ","$119,950 ",Wood
14,2021,"$134,000 ","$137,000 ","$132,000 ","$143,250 ","$154,200 ","$165,000 ","$168,950 ","$175,000 ","$150,000 ","$140,000 ","$136,000 ","$146,450 ",Wood
15,2022,"$142,000 ","$187,500 ","$159,000 ","$183,500 ","$160,000 ","$175,250 ","$210,000 ","$174,750 ","$174,900 ","$189,500 ","$181,900 ","$170,000 ",Wood
16,2023,"$161,000 ","$162,450 ","$179,950 ","$152,000 ","$175,000 ","$199,900 ","$186,500 ","$178,529 ","$219,000 ","$190,000 ","$175,000 ","$179,500 ",Wood
17,2024,"$200,000 ","$151,000 ","$179,200 ","$190,500 ","$209,900 ","$225,000 ","$192,450 ","$228,750 ","$224,900 ",,,,Wood
0,2007,"$117,000 ","$72,500 ","$84,250 ","$97,000 ","$76,000 ","$91,000 ","$79,500 ","$99,395 ","$80,750 ","$73,000 ","$55,000 ","$94,500 ",Ashland
1,2008,"$92,000 ","$66,000 ","$77,000 ","$80,900 ","$95,000 ","$95,500 ","$84,750 ","$91,000 ","$120,000 ","$106,000 ","$71,500 ","$165,000 ",Ashland
2,2009,"$85,000 ","$74,000 ","$109,000 ","$50,000 ","$81,500 ","$90,750 ","$75,000 ","$105,000 ","$90,000 ","$132,850 ","$128,750 ","$110,000 ",Ashland
3,2010,"$85,250 ","$91,000 ","$98,000 ","$83,000 ","$99,900 ","$128,000 ","$75,000 ","$85,000 ","$90,000 ","$92,000 ","$70,800 ","$88,750 ",Ashland
4,2011,"$67,250 ","$35,000 ","$135,000 ","$79,000 ","$84,750 ","$75,000 ","$73,500 ","$105,000 ","$81,950 ","$90,500 ","$77,000 ","$61,000 ",Ashland
5,2012,"$64,901 ","$46,000 ","$145,000 ","$100,000 ","$125,500 ","$124,450 ","$109,000 ","$89,250 ","$93,750 ","$67,000 ","$73,500 ","$77,500 ",Ashland
6,2013,"$70,750 ","$74,950 ","$81,750 ","$65,300 ","$77,900 ","$87,500 ","$91,670 ","$84,500 ","$100,000 ","$103,500 ","$162,750 ","$53,000 ",Ashland
7,2014,"$122,500 ","$162,450 ","$47,500 ","$93,000 ","$61,000 ","$134,000 ","$84,250 ","$88,000 ","$84,750 ","$107,500 ","$95,500 ","$86,000 ",Ashland
8,2015,"$37,000 ","$74,000 ","$64,500 ","$40,000 ","$85,750 ","$98,000 ","$117,500 ","$118,500 ","$79,000 ","$61,000 ","$40,850 ","$42,000 ",Ashland
9,2016,"$105,500 ","$145,000 ","$107,500 ","$54,000 ","$64,950 ","$90,000 ","$109,000 ","$132,500 ","$81,500 ","$63,000 ","$58,000 ","$121,250 ",Ashland
10,2017,"$120,000 ","$87,000 ","$115,500 ","$59,900 ","$127,500 ","$129,500 ","$134,750 ","$101,000 ","$72,500 ","$128,000 ","$82,500 ","$89,750 ",Ashland
11,2018,"$73,450 ","$144,950 ","$49,500 ","$68,250 ","$107,500 ","$112,500 ","$92,000 ","$106,000 ","$117,600 ","$88,000 ","$125,000 ","$71,750 ",Ashland
12,2019,"$65,900 ","$113,000 ","$50,000 ","$120,000 ","$142,000 ","$132,500 ","$176,500 ","$83,000 ","$107,000 ","$90,500 ","$110,000 ","$109,000 ",Ashland
13,2020,"$185,000 ","$72,950 ","$80,000 ","$80,000 ","$98,500 ","$138,450 ","$123,500 ","$125,000 ","$133,000 ","$154,950 ","$97,000 ","$112,450 ",Ashland
14,2021,"$82,500 ","$113,500 ","$136,000 ","$137,500 ","$81,000 ","$152,500 ","$133,000 ","$145,000 ","$185,000 ","$112,500 ","$120,000 ","$95,000 ",Ashland
15,2022,"$97,500 ","$140,500 ","$143,000 ","$122,500 ","$144,950 ","$169,000 ","$149,000 ","$160,050 ","$155,000 ","$121,500 ","$150,000 ","$156,000 ",Ashland
16,2023,"$188,500 ","$170,500 ","$155,000 ","$169,500 ","$205,000 ","$192,500 ","$168,000 ","$157,000 ","$245,000 ","$189,000 ","$190,000 ","$196,000 ",Ashland
17,2024,"$167,000 ","$172,000 ","$168,500 ","$218,500 ","$259,900 ","$175,000 ","$243,500 ","$175,000 ","$151,450 ",,,,Ashland
0,2007,"$125,000 ","$154,000 ","$155,000 ","$145,250 ","$123,285 ","$180,000 ","$166,000 ","$120,000 ","$161,000 ","$165,950 ","$186,000 ","$147,500 ",Bayfield
1,2008,"$133,000 ","$119,500 ","$138,000 ","$52,500 ","$108,000 ","$185,500 ","$186,000 ","$137,450 ","$153,500 ","$153,175 ","$130,000 ","$61,050 ",Bayfield
2,2009,"$230,000 ","$90,000 ","$97,500 ","$177,500 ","$149,500 ","$135,000 ","$98,500 ","$137,450 ","$94,500 ","$164,000 ","$125,000 ","$90,000 ",Bayfield
3,2010,"$233,000 ","$260,000 ","$71,750 ","$79,000 ","$120,000 ","$119,500 ","$116,000 ","$82,500 ","$187,000 ","$177,000 ","$130,000 ","$139,500 ",Bayfield
4,2011,"$91,500 ","$153,000 ","$108,400 ","$82,336 ","$162,000 ","$94,950 ","$94,750 ","$120,000 ","$144,000 ","$125,000 ","$90,000 ","$135,000 ",Bayfield
