,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
1,2008,"$89,000 ","$100,602 ","$85,900 ","$87,900 ","$269,500 ","$75,950 ","$121,500 ","$180,000 ","$234,000 ","$128,500 ","$117,000 ","$179,675 ",Waupaca
2,2009,$,$,"$79,000 ","$52,000 ","$129,806 ","$215,950 ","$87,000 ","$94,000 ","$173,800 ","$120,000 ","$81,500 ","$60,000 ",Waupaca
3,2010,"$68,000 ","$47,000 ","$104,000 ","$131,000 ","$125,450 ","$94,750 ","$91,750 ","$84,750 ","$87,500 ","$71,500 ","$95,000 ","$94,000 ",Waupaca
4,2011,"$48,000 ","$79,000 ","$76,000 ","$73,000 ","$82,050 ","$79,000 ","$80,000 ","$100,000 ","$89,000 ","$119,750 ","$120,000 ","$97,500 ",Waupaca
5,2012,"$102,450 ","$70,000 ","$89,500 ","$76,500 ","$80,000 ","$100,000 ","$79,950 ","$88,000 ","$110,000 ","$93,000 ","$117,000 ","$120,600 ",Waupaca
6,2013,"$76,000 ","$81,500 ","$90,000 ","$85,000 ","$106,000 ","$107,500 ","$100,000 ","$91,250 ","$113,500 ","$109,000 ","$109,500 ","$109,450 ",Waupaca
7,2014,"$84,500 ","$63,000 ","$127,500 ","$111,000 ","$120,450 ","$91,450 ","$109,500 ","$115,000 ","$120,175 ","$101,200 ","$107,500 ","$103,000 ",Waupaca
8,2015,"$79,500 ","$92,000 ","$127,450 ","$108,000 ","$126,000 ","$100,000 ","$143,500 ","$125,000 ","$104,900 ","$125,000 ","$135,500 ","$120,000 ",Waupaca
9,2016,"$105,000 ","$130,500 ","$108,000 ","$101,500 ","$124,000 ","$121,128 ","$141,500 ","$119,000 ","$111,000 ","$152,000 ","$151,000 ","$98,925 ",Waupaca
10,2017,"$124,900 ","$122,500 ","$104,000 ","$121,500 ","$143,450 ","$150,000 ","$118,000 ","$132,450 ","$147,950 ","$139,000 ","$120,000 ","$118,000 ",Waupaca
11,2018,"$134,500 ","$102,000 ","$119,500 ","$121,000 ","$137,000 ","$160,000 ","$130,500 ","$160,000 ","$154,750 ","$125,300 ","$143,900 ","$113,200 ",Waupaca
12,2019,"$177,500 ","$129,250 ","$140,250 ","$139,900 ","$145,200 ","$143,000 ","$145,000 ","$147,500 ","$159,800 ","$158,950 ","$132,500 ","$136,000 ",Waupaca
13,2020,"$170,000 ","$155,000 ","$167,900 ","$151,500 ","$129,500 ","$156,500 ","$165,000 ","$158,000 ","$178,500 ","$169,000 ","$164,800 ","$159,700 ",Waupaca
14,2021,"$152,500 ","$173,700 ","$153,500 ","$151,750 ","$173,000 ","$192,250 ","$169,000 ","$168,500 ","$175,000 ","$190,500 ","$187,000 ","$172,500 ",Waupaca
15,2022,"$201,000 ","$179,000 ","$170,000 ","$205,000 ","$193,000 ","$189,000 ","$197,808 ","$177,500 ","$200,000 ","$177,000 ","$215,250 ","$234,950 ",Waupaca
16,2023,"$175,000 ","$247,000 ","$188,000 ","$215,000 ","$197,000 ","$250,000 ","$295,000 ","$194,900 ","$195,000 ","$230,000 ","$255,000 ","$200,000 ",Waupaca
17,2024,"$189,900 ","$204,000 ","$214,000 ","$241,510 ","$289,000 ","$252,000 ","$199,900 ","$243,950 ","$243,900 ",,,,Waupaca
0,2007,"$115,000 ","$114,400 ","$125,000 ","$132,000 ","$133,200 ","$144,000 ","$123,900 ","$131,000 ","$131,825 ","$145,000 ","$142,027 ","$138,750 ",Winnebago
1,2008,"$134,583 ","$133,500 ","$146,000 ","$150,500 ","$110,000 ","$132,000 ","$83,241 ","$120,900 ","$149,600 ","$105,750 ","$45,950 ","$45,450 ",Winnebago
2,2009,"$95,750 ","$83,000 ","$135,900 ","$68,000 ","$92,000 ","$92,000 ","$101,250 ","$145,000 ","$110,650 ","$120,500 ","$108,860 ","$84,000 ",Winnebago
3,2010,"$105,750 ","$113,200 ","$86,000 ","$108,402 ","$115,000 ","$105,000 ","$121,450 ","$105,900 ","$101,000 ","$118,950 ","$116,125 ","$100,000 ",Winnebago
4,2011,"$131,000 ","$91,750 ","$102,100 ","$98,000 ","$121,500 ","$119,500 ","$112,000 ","$122,000 ","$108,000 ","$119,000 ","$119,450 ","$101,000 ",Winnebago
5,2012,"$87,300 ","$97,000 ","$108,750 ","$103,950 ","$123,100 ","$116,750 ","$122,400 ","$120,950 ","$120,500 ","$122,000 ","$112,500 ","$111,200 ",Winnebago
6,2013,"$119,750 ","$107,300 ","$127,900 ","$122,400 ","$118,000 ","$137,500 ","$117,900 ","$124,900 ","$108,500 ","$128,900 ","$125,000 ","$115,000 ",Winnebago
7,2014,"$111,000 ","$103,900 ","$110,000 ","$119,900 ","$120,000 ","$125,000 ","$133,200 ","$131,577 ","$130,500 ","$121,700 ","$128,000 ","$130,000 ",Winnebago
8,2015,"$127,900 ","$116,000 ","$122,000 ","$114,700 ","$134,000 ","$132,450 ","$133,500 ","$143,225 ","$126,075 ","$139,950 ","$127,000 ","$125,750 ",Winnebago
9,2016,"$133,000 ","$124,950 ","$122,700 ","$124,000 ","$125,000 ","$139,900 ","$137,000 ","$134,900 ","$134,900 ","$128,750 ","$134,450 ","$129,950 ",Winnebago
10,2017,"$131,250 ","$124,900 ","$139,450 ","$123,000 ","$150,000 ","$152,000 ","$145,000 ","$138,000 ","$140,500 ","$139,400 ","$150,000 ","$146,000 ",Winnebago
11,2018,"$133,500 ","$143,750 ","$133,500 ","$145,000 ","$162,250 ","$156,000 ","$154,300 ","$159,900 ","$145,900 ","$155,000 ","$139,900 ","$160,000 ",Winnebago
12,2019,"$133,000 ","$157,450 ","$142,000 ","$153,750 ","$150,000 ","$152,501 ","$163,000 ","$161,700 ","$163,950 ","$149,900 ","$155,000 ","$159,000 ",Winnebago
13,2020,"$168,700 ","$149,950 ","$169,775 ","$161,950 ","$175,500 ","$179,900 ","$180,001 ","$185,000 ","$175,000 ","$172,500 ","$177,000 ","$175,000 ",Winnebago
14,2021,"$180,000 ","$189,900 ","$182,250 ","$184,000 ","$201,750 ","$192,000 ","$190,000 ","$191,500 ","$186,750 ","$200,000 ","$183,000 ","$188,450 ",Winnebago
15,2022,"$199,900 ","$177,750 ","$223,000 ","$205,450 ","$219,000 ","$236,900 ","$220,000 ","$226,000 ","$226,400 ","$227,500 ","$215,000 ","$219,500 ",Winnebago
16,2023,"$222,500 ","$229,250 ","$233,600 ","$254,000 ","$262,750 ","$246,000 ","$247,600 ","$255,000 ","$248,875 ","$250,000 ","$245,750 ","$240,000 ",Winnebago
17,2024,"$215,000 ","$230,000 ","$240,000 ","$252,000 ","$266,250 ","$300,000 ","$276,700 ","$275,000 ","$263,750 ",,,,Winnebago
0,2007,"$160,450 ","$146,500 ","$165,000 ","$147,950 ","$164,400 ","$176,027 ","$182,000 ","$163,950 ","$163,750 ","$150,000 ","$155,750 ","$139,900 ",Columbia
1,2008,"$181,225 ","$147,600 ","$149,900 ","$147,000 ","$152,250 ","$190,000 ","$169,900 ","$131,250 ","$160,000 ","$151,950 ","$154,000 ","$134,000 ",Columbia
2,2009,"$117,000 ","$118,900 ","$142,450 ","$156,300 ","$144,500 ","$149,750 ","$149,950 ","$144,000 ","$150,500 ","$140,950 ","$129,900 ","$124,000 ",Columbia
3,2010,"$130,750 ","$170,500 ","$134,000 ","$139,000 ","$160,500 ","$139,250 ","$155,000 ","$104,500 ","$161,750 ","$139,900 ","$115,000 ","$125,500 ",Columbia
4,2011,"$99,950 ","$85,000 ","$135,000 ","$118,500 ","$137,000 ","$141,000 ","$102,500 ","$133,250 ","$130,250 ","$128,500 ","$125,000 ","$86,000 ",Columbia
5,2012,"$79,500 ","$98,250 ","$113,204 ","$129,950 ","$122,750 ","$150,500 ","$130,000 ","$145,000 ","$137,900 ","$116,250 ","$117,500 ","$139,000 ",Columbia
6,2013,"$132,000 ","$75,000 ","$111,000 ","$126,110 ","$121,750 ","$158,400 ","$124,250 ","$162,950 ","$155,500 ","$113,000 ","$127,750 ","$110,750 ",Columbia
7,2014,"$117,000 ","$142,000 ","$134,000 ","$138,000 ","$139,950 ","$159,900 ","$175,000 ","$150,000 ","$147,000 ","$156,500 ","$158,000 ","$122,893 ",Columbia
8,2015,"$145,000 ","$155,450 ","$122,850 ","$152,000 ","$145,950 ","$174,900 ","$165,000 ","$149,750 ","$155,600 ","$156,025 ","$156,640 ","$171,000 ",Columbia
9,2016,"$155,000 ","$159,500 ","$170,000 ","$165,950 ","$174,900 ","$182,500 ","$170,500 ","$180,000 ","$190,000 ","$166,450 ","$149,000 ","$161,000 ",Columbia
10,2017,"$157,750 ","$163,000 ","$171,500 ","$178,500 ","$180,000 ","$180,000 ","$196,750 ","$210,000 ","$200,000 ","$189,000 ","$197,500 ","$177,975 ",Columbia
11,2018,"$162,250 ","$208,000 ","$207,500 ","$204,450 ","$184,950 ","$212,000 ","$223,750 ","$189,950 ","$197,800 ","$192,500 ","$187,500 ","$179,950 ",Columbia
12,2019,"$145,250 ","$171,000 ","$182,500 ","$210,000 ","$205,250 ","$224,000 ","$215,900 ","$210,500 ","$205,000 ","$242,000 ","$212,500 ","$187,450 ",Columbia
13,2020,"$213,250 ","$172,000 ","$228,000 ","$219,500 ","$210,500 ","$238,750 ","$218,500 ","$232,500 ","$234,900 ","$237,300 ","$230,000 ","$222,250 ",Columbia
14,2021,"$215,000 ","$205,000 ","$227,450 ","$213,500 ","$241,500 ","$255,000 ","$236,000 ","$227,200 ","$220,500 ","$285,000 ","$246,000 ","$255,000 ",Columbia
15,2022,"$244,000 ","$233,000 ","$275,000 ","$275,000 ","$300,000 ","$263,500 ","$267,700 ","$291,500 ","$272,500 ","$235,000 ","$280,000 ","$235,000 ",Columbia
16,2023,"$306,000 ","$262,500 ","$275,000 ","$295,000 ","$288,888 ","$310,000 ","$305,000 ","$306,500 ","$315,000 ","$315,500 ","$263,000 ","$299,900 ",Columbia
17,2024,"$282,750 ","$285,000 ","$280,000 ","$316,400 ","$299,000 ","$292,500 ","$332,500 ","$344,000 ","$309,500 ",,,,Columbia
0,2007,"$219,900 ","$209,450 ","$214,950 ","$206,500 ","$207,250 ","$220,350 ","$222,000 ","$222,500 ","$220,000 ","$224,900 ","$220,000 ","$217,950 ",Dane
1,2008,"$207,000 ","$207,500 ","$210,000 ","$213,000 ","$209,688 ","$220,000 ","$220,000 ","$220,000 ","$207,000 ","$219,900 ","$215,900 ","$220,000 ",Dane
2,2009,"$208,000 ","$207,600 ","$198,000 ","$200,950 ","$205,000 ","$200,000 ","$207,750 ","$210,000 ","$195,000 ","$195,000 ","$194,900 ","$192,000 ",Dane
3,2010,"$195,000 ","$195,000 ","$205,000 ","$195,000 ","$200,000 ","$207,092 ","$220,000 ","$220,000 ","$222,225 ","$210,000 ","$213,475 ","$222,450 ",Dane
4,2011,"$205,000 ","$197,250 ","$203,250 ","$192,500 ","$212,000 ","$210,800 ","$214,250 ","$214,000 ","$199,250 ","$205,000 ","$210,405 ","$198,950 ",Dane
5,2012,"$193,700 ","$190,000 ","$186,500 ","$203,250 ","$211,500 ","$207,500 ","$195,000 ","$212,700 ","$203,600 ","$198,878 ","$198,000 ","$197,000 ",Dane
6,2013,"$194,750 ","$195,000 ","$195,000 ","$209,900 ","$208,500 ","$222,000 ","$213,500 ","$220,000 ","$215,000 ","$216,398 ","$210,000 ","$202,250 ",Dane
7,2014,"$205,000 ","$194,950 ","$205,000 ","$209,950 ","$214,900 ","$224,000 ","$235,000 ","$233,000 ","$223,600 ","$225,000 ","$225,250 ","$220,075 ",Dane
8,2015,"$216,000 ","$216,250 ","$221,950 ","$229,900 ","$230,000 ","$233,780 ","$230,000 ","$245,000 ","$240,000 ","$232,500 ","$236,500 ","$239,500 ",Dane
9,2016,"$231,775 ","$227,201 ","$229,476 ","$239,500 ","$237,250 ","$252,000 ","$255,000 ","$250,000 ","$242,900 ","$242,134 ","$255,000 ","$251,000 ",Dane
10,2017,"$245,000 ","$250,000 ","$262,000 ","$264,450 ","$260,000 ","$268,500 ","$270,100 ","$270,000 ","$262,000 ","$268,000 ","$260,000 ","$258,793 ",Dane
11,2018,"$270,396 ","$269,900 ","$274,500 ","$277,500 ","$282,500 ","$289,950 ","$287,608 ","$281,000 ","$270,000 ","$273,226 ","$279,950 ","$270,000 ",Dane
12,2019,"$275,000 ","$279,425 ","$282,500 ","$300,000 ","$300,000 ","$310,000 ","$298,500 ","$300,000 ","$293,973 ","$298,500 ","$304,900 ","$290,000 ",Dane
13,2020,"$286,000 ","$297,500 ","$300,000 ","$316,400 ","$310,000 ","$319,900 ","$320,500 ","$324,900 ","$320,250 ","$325,000 ","$319,750 ","$320,000 ",Dane
14,2021,"$316,500 ","$334,922 ","$351,410 ","$355,000 ","$360,000 ","$365,532 ","$355,000 ","$360,000 ","$350,000 ","$342,500 ","$349,900 ","$355,000 ",Dane
15,2022,"$355,000 ","$377,250 ","$375,900 ","$399,000 ","$395,000 ","$408,000 ","$397,000 ","$399,900 ","$380,000 ","$381,330 ","$379,200 ","$364,900 ",Dane
16,2023,"$397,500 ","$385,000 ","$399,900 ","$419,950 ","$421,000 ","$420,000 ","$422,023 ","$417,000 ","$412,900 ","$399,900 ","$411,752 ","$399,900 ",Dane
17,2024,"$420,000 ","$439,600 ","$430,050 ","$454,950 ","$450,000 ","$465,000 ","$452,000 ","$440,000 ","$430,000 ",,,,Dane
0,2007,"$128,000 ","$144,450 ","$135,250 ","$149,450 ","$150,000 ","$148,400 ","$141,000 ","$139,000 ","$135,000 ","$127,000 ","$169,500 ","$137,750 ",Dodge
1,2008,"$168,700 ","$134,500 ","$147,000 ","$155,750 ","$125,000 ","$139,000 ","$135,000 ","$146,000 ","$129,950 ","$121,000 ","$107,000 ","$122,500 ",Dodge
2,2009,"$130,000 ","$122,000 ","$126,000 ","$113,000 ","$124,900 ","$137,490 ","$117,950 ","$127,750 ","$128,900 ","$116,000 ","$103,700 ","$130,000 ",Dodge
3,2010,"$77,000 ","$106,550 ","$112,500 ","$107,450 ","$122,000 ","$129,950 ","$133,900 ","$113,000 ","$107,500 ","$138,000 ","$140,000 ","$108,750 ",Dodge
4,2011,"$92,500 ","$110,000 ","$84,900 ","$105,000 ","$99,000 ","$100,500 ","$124,500 ","$101,500 ","$102,295 ","$115,200 ","$99,500 ","$92,500 ",Dodge
5,2012,"$62,500 ","$95,000 ","$100,500 ","$97,500 ","$113,400 ","$110,500 ","$100,250 ","$108,000 ","$124,200 ","$112,000 ","$97,500 ","$124,800 ",Dodge
6,2013,"$114,150 ","$104,000 ","$95,000 ","$111,750 ","$121,470 ","$133,250 ","$125,950 ","$114,000 ","$117,500 ","$134,750 ","$117,250 ","$110,000 ",Dodge
7,2014,"$91,214 ","$122,000 ","$119,250 ","$125,555 ","$116,000 ","$125,000 ","$135,000 ","$132,250 ","$124,000 ","$120,000 ","$130,950 ","$115,000 ",Dodge
8,2015,"$132,000 ","$133,900 ","$120,000 ","$122,250 ","$132,000 ","$114,900 ","$135,000 ","$131,000 ","$135,950 ","$130,000 ","$122,000 ","$130,350 ",Dodge
9,2016,"$127,500 ","$108,900 ","$119,900 ","$134,500 ","$134,000 ","$136,250 ","$150,000 ","$129,900 ","$135,500 ","$145,000 ","$129,900 ","$144,000 ",Dodge
10,2017,"$120,000 ","$128,000 ","$119,450 ","$135,000 ","$126,750 ","$150,000 ","$149,200 ","$140,000 ","$144,500 ","$145,190 ","$131,000 ","$136,900 ",Dodge
11,2018,"$155,200 ","$132,950 ","$131,200 ","$146,000 ","$147,000 ","$155,000 ","$145,000 ","$160,000 ","$165,000 ","$142,000 ","$150,000 ","$148,000 ",Dodge
12,2019,"$156,000 ","$145,000 ","$147,800 ","$158,450 ","$155,000 ","$177,000 ","$175,000 ","$167,500 ","$175,000 ","$161,000 ","$155,000 ","$162,000 ",Dodge
13,2020,"$156,000 ","$178,000 ","$158,250 ","$160,000 ","$170,000 ","$199,000 ","$195,500 ","$181,000 ","$203,000 ","$207,450 ","$175,000 ","$187,000 ",Dodge
14,2021,"$178,100 ","$170,400 ","$205,000 ","$193,250 ","$209,900 ","$235,000 ","$191,000 ","$210,000 ","$237,250 ","$222,400 ","$214,000 ","$209,940 ",Dodge
15,2022,"$192,750 ","$207,000 ","$205,000 ","$204,250 ","$219,937 ","$225,000 ","$253,250 ","$225,000 ","$216,500 ","$240,750 ","$229,900 ","$212,700 ",Dodge
16,2023,"$210,000 ","$220,000 ","$205,000 ","$229,000 ","$244,500 ","$260,000 ","$242,500 ","$260,000 ","$275,000 ","$260,000 ","$260,029 ","$250,000 ",Dodge
17,2024,"$244,900 ","$262,500 ","$255,700 ","$266,000 ","$299,750 ","$265,000 ","$317,500 ","$287,500 ","$280,500 ",,,,Dodge
0,2007,"$105,000 ","$106,500 ","$100,000 ","$87,500 ","$107,500 ","$110,700 ","$124,900 ","$117,500 ","$114,950 ","$121,250 ","$109,000 ","$100,000 ",Grant
1,2008,"$153,000 ","$79,000 ","$98,000 ","$95,000 ","$110,000 ","$104,000 ","$120,000 ","$100,000 ","$100,000 ","$85,000 ","$71,000 ","$120,010 ",Grant
2,2009,"$143,250 ","$96,500 ","$94,100 ","$84,200 ","$113,500 ","$118,000 ","$93,500 ","$126,000 ","$80,000 ","$90,000 ","$74,000 ","$100,500 ",Grant
3,2010,"$83,815 ","$92,000 ","$91,750 ","$105,900 ","$128,000 ","$107,500 ","$90,500 ","$79,000 ","$125,850 ","$94,500 ","$68,000 ","$103,000 ",Grant
4,2011,"$95,000 ","$64,950 ","$77,000 ","$81,112 ","$81,450 ","$108,000 ","$79,950 ","$98,000 ","$85,250 ","$85,250 ","$100,000 ","$89,000 ",Grant
5,2012,"$85,000 ","$49,912 ","$85,000 ","$128,000 ","$116,000 ","$108,000 ","$115,000 ","$102,000 ","$85,250 ","$124,000 ","$78,000 ","$85,200 ",Grant
6,2013,"$94,000 ","$94,000 ","$94,000 ","$80,000 ","$102,500 ","$121,500 ","$92,000 ","$107,000 ","$107,250 ","$96,000 ","$125,900 ","$68,000 ",Grant
7,2014,"$119,226 ","$88,000 ","$115,000 ","$102,500 ","$103,000 ","$99,000 ","$115,000 ","$115,000 ","$82,250 ","$101,000 ","$109,500 ","$74,500 ",Grant
8,2015,"$91,000 ","$85,250 ","$112,450 ","$122,500 ","$124,750 ","$120,000 ","$108,000 ","$106,000 ","$111,250 ","$84,000 ","$116,875 ","$130,000 ",Grant
9,2016,"$93,750 ","$86,000 ","$82,000 ","$127,000 ","$108,000 ","$121,750 ","$112,500 ","$117,000 ","$80,000 ","$110,250 ","$131,500 ","$95,250 ",Grant
10,2017,"$144,000 ","$106,500 ","$115,000 ","$109,250 ","$119,000 ","$123,750 ","$139,000 ","$119,900 ","$131,000 ","$122,000 ","$125,000 ","$119,500 ",Grant
11,2018,"$128,000 ","$160,000 ","$135,700 ","$128,000 ","$120,950 ","$126,500 ","$144,500 ","$127,500 ","$126,500 ","$125,000 ","$125,000 ","$124,000 ",Grant
12,2019,"$130,000 ","$156,500 ","$152,000 ","$133,500 ","$139,531 ","$140,000 ","$142,500 ","$128,250 ","$131,500 ","$155,000 ","$140,000 ","$122,000 ",Grant
13,2020,"$141,000 ","$119,500 ","$146,450 ","$135,000 ","$144,000 ","$160,000 ","$145,000 ","$144,500 ","$123,500 ","$150,000 ","$174,900 ","$154,250 ",Grant
14,2021,"$145,000 ","$126,000 ","$149,000 ","$147,250 ","$144,500 ","$164,000 ","$172,000 ","$166,000 ","$170,000 ","$177,250 ","$169,900 ","$120,500 ",Grant
15,2022,"$158,900 ","$190,500 ","$181,000 ","$151,750 ","$160,000 ","$186,300 ","$168,250 ","$178,250 ","$176,500 ","$187,000 ","$195,000 ","$175,950 ",Grant
16,2023,"$152,000 ","$195,000 ","$175,000 ","$122,370 ","$190,000 ","$218,750 ","$180,500 ","$203,000 ","$200,000 ","$160,000 ","$214,000 ","$180,000 ",Grant
17,2024,"$174,250 ","$175,000 ","$164,500 ","$223,000 ","$191,250 ","$209,500 ","$260,000 ","$200,000 ","$235,000 ",,,,Grant
0,2007,"$135,000 ","$159,750 ","$134,000 ","$149,500 ","$121,500 ","$154,500 ","$153,250 ","$136,950 ","$134,950 ","$141,200 ","$116,250 ","$226,000 ",Green
1,2008,"$175,900 ","$125,178 ","$136,700 ","$130,000 ","$127,250 ","$135,000 ","$157,500 ","$125,000 ","$160,000 ","$173,450 ","$123,000 ","$112,500 ",Green
2,2009,"$111,250 ","$129,900 ","$119,250 ","$126,400 ","$155,350 ","$140,957 ","$114,750 ","$138,000 ","$128,000 ","$124,000 ","$120,250 ","$140,000 ",Green
3,2010,"$111,500 ","$130,200 ","$119,450 ","$122,000 ","$133,750 ","$128,450 ","$147,200 ","$126,500 ","$132,950 ","$89,500 ","$109,000 ","$134,000 ",Green
4,2011,"$113,000 ","$87,000 ","$92,500 ","$121,000 ","$117,500 ","$130,000 ","$128,000 ","$142,500 ","$123,000 ","$104,500 ","$134,000 ","$90,500 ",Green
5,2012,"$111,950 ","$118,000 ","$128,750 ","$140,000 ","$129,900 ","$110,750 ","$124,750 ","$131,000 ","$125,000 ","$118,500 ","$144,000 ","$125,000 ",Green
6,2013,"$124,500 ","$151,999 ","$145,950 ","$120,500 ","$122,865 ","$129,900 ","$164,375 ","$136,000 ","$129,000 ","$125,000 ","$124,950 ","$125,250 ",Green
7,2014,"$129,450 ","$130,500 ","$130,000 ","$109,000 ","$129,500 ","$146,500 ","$137,000 ","$154,000 ","$125,000 ","$141,250 ","$128,000 ","$130,000 ",Green
8,2015,"$139,900 ","$145,000 ","$150,750 ","$173,000 ","$158,500 ","$182,250 ","$147,750 ","$167,000 ","$159,900 ","$150,000 ","$135,000 ","$125,500 ",Green
9,2016,"$125,000 ","$140,000 ","$159,000 ","$145,500 ","$159,000 ","$173,750 ","$160,500 ","$133,105 ","$180,400 ","$170,000 ","$143,000 ","$138,450 ",Green
10,2017,"$163,500 ","$145,000 ","$128,000 ","$160,000 ","$149,950 ","$207,250 ","$165,000 ","$182,500 ","$182,500 ","$135,000 ","$153,000 ","$169,950 ",Green
11,2018,"$169,900 ","$135,000 ","$170,000 ","$177,000 ","$164,950 ","$177,000 ","$207,450 ","$210,000 ","$170,000 ","$199,900 ","$158,000 ","$160,700 ",Green
12,2019,"$210,500 ","$155,100 ","$181,000 ","$226,000 ","$172,000 ","$214,000 ","$194,500 ","$190,750 ","$174,000 ","$206,500 ","$160,000 ","$160,000 ",Green
13,2020,"$157,500 ","$155,000 ","$168,950 ","$180,250 ","$209,950 ","$226,600 ","$176,000 ","$204,000 ","$245,000 ","$236,000 ","$215,000 ","$211,000 ",Green
14,2021,"$139,500 ","$221,950 ","$214,900 ","$234,900 ","$250,900 ","$207,500 ","$234,250 ","$250,000 ","$217,000 ","$269,000 ","$248,000 ","$220,000 ",Green
15,2022,"$310,900 ","$285,000 ","$264,500 ","$259,950 ","$250,000 ","$293,000 ","$272,950 ","$296,000 ","$280,000 ","$250,000 ","$225,000 ","$262,000 ",Green
16,2023,"$190,000 ","$235,000 ","$204,000 ","$265,000 ","$290,000 ","$260,000 ","$225,000 ","$308,300 ","$325,500 ","$246,500 ","$275,000 ","$240,000 ",Green
17,2024,"$249,000 ","$274,900 ","$299,900 ","$277,500 ","$269,500 ","$261,000 ","$273,500 ","$360,000 ","$272,450 ",,,,Green
0,2007,"$125,000 ","$156,500 ","$133,000 ","$157,523 ","$164,750 ","$164,950 ","$165,000 ","$164,500 ","$166,950 ","$161,750 ","$115,500 ","$195,000 ",Iowa
1,2008,"$132,500 ","$130,000 ","$145,000 ","$113,000 ","$160,000 ","$133,000 ","$132,000 ","$146,500 ","$138,000 ","$125,750 ","$126,000 ","$98,750 ",Iowa
2,2009,"$95,500 ","$100,450 ","$166,500 ","$120,000 ","$121,500 ","$161,500 ","$119,500 ","$135,000 ","$116,000 ","$111,750 ","$110,000 ","$159,950 ",Iowa
3,2010,"$117,000 ","$115,500 ","$143,000 ","$147,900 ","$139,000 ","$130,000 ","$156,000 ","$125,000 ","$145,000 ","$195,000 ","$121,385 ","$70,100 ",Iowa
4,2011,"$92,450 ","$98,000 ","$138,500 ","$111,000 ","$108,500 ","$118,000 ","$119,000 ","$173,500 ","$115,000 ","$91,500 ","$113,500 ","$90,000 ",Iowa
5,2012,"$98,000 ","$130,000 ","$110,000 ","$131,400 ","$151,000 ","$107,500 ","$130,000 ","$125,000 ","$145,000 ","$145,950 ","$115,500 ","$140,250 ",Iowa
6,2013,"$160,000 ","$73,500 ","$115,900 ","$145,000 ","$90,350 ","$130,000 ","$149,000 ","$103,500 ","$120,000 ","$159,000 ","$145,000 ","$86,370 ",Iowa
7,2014,"$103,750 ","$160,450 ","$123,000 ","$120,000 ","$138,000 ","$132,500 ","$149,500 ","$154,900 ","$137,500 ","$121,500 ","$175,000 ","$145,000 ",Iowa
8,2015,"$111,000 ","$123,750 ","$158,000 ","$130,450 ","$155,000 ","$144,000 ","$148,697 ","$144,900 ","$152,500 ","$139,500 ","$183,500 ","$145,000 ",Iowa
9,2016,"$121,500 ","$124,000 ","$148,450 ","$149,000 ","$153,900 ","$159,500 ","$146,000 ","$162,500 ","$160,000 ","$140,000 ","$138,750 ","$218,000 ",Iowa
10,2017,"$123,500 ","$151,500 ","$153,000 ","$177,000 ","$134,950 ","$191,250 ","$152,450 ","$184,000 ","$155,500 ","$179,900 ","$193,900 ","$111,000 ",Iowa
11,2018,"$163,000 ","$130,000 ","$144,000 ","$168,500 ","$173,750 ","$199,900 ","$175,750 ","$148,500 ","$210,000 ","$184,450 ","$169,000 ","$247,000 ",Iowa
12,2019,"$133,500 ","$212,500 ","$180,000 ","$165,000 ","$158,000 ","$238,450 ","$205,000 ","$176,700 ","$152,000 ","$176,000 ","$215,000 ","$159,000 ",Iowa
13,2020,"$270,000 ","$173,500 ","$185,000 ","$245,950 ","$275,000 ","$171,500 ","$182,500 ","$201,500 ","$220,000 ","$255,000 ","$162,500 ","$219,000 ",Iowa
14,2021,"$208,000 ","$200,000 ","$297,273 ","$200,000 ","$270,000 ","$222,000 ","$170,763 ","$206,000 ","$203,500 ","$192,500 ","$220,000 ","$195,000 ",Iowa
15,2022,"$269,000 ","$172,000 ","$250,000 ","$222,000 ","$310,000 ","$233,500 ","$281,000 ","$263,600 ","$265,000 ","$257,500 ","$263,750 ","$207,250 ",Iowa
16,2023,"$289,000 ","$212,875 ","$231,000 ","$215,000 ","$223,750 ","$247,250 ","$290,000 ","$211,000 ","$307,250 ","$256,000 ","$265,000 ","$265,000 ",Iowa
17,2024,"$322,400 ","$229,250 ","$292,500 ","$300,000 ","$317,000 ","$321,000 ","$232,000 ","$236,000 ","$329,750 ",,,,Iowa
0,2007,"$193,000 ","$150,000 ","$178,250 ","$161,250 ","$177,000 ","$166,862 ","$185,000 ","$157,500 ","$175,000 ","$185,000 ","$153,600 ","$162,500 ",Jefferson
1,2008,"$170,000 ","$169,900 ","$164,000 ","$161,500 ","$160,950 ","$161,200 ","$179,900 ","$155,000 ","$147,000 ","$171,500 ","$161,300 ","$136,030 ",Jefferson
2,2009,"$144,500 ","$164,900 ","$179,900 ","$162,750 ","$162,500 ","$185,750 ","$154,750 ","$161,000 ","$151,000 ","$153,500 ","$163,000 ","$149,240 ",Jefferson
3,2010,"$139,900 ","$173,500 ","$150,000 ","$140,650 ","$155,000 ","$157,500 ","$169,950 ","$176,500 ","$157,375 ","$135,000 ","$134,450 ","$159,900 ",Jefferson
4,2011,"$125,000 ","$120,000 ","$149,500 ","$132,000 ","$150,000 ","$132,000 ","$152,500 ","$150,000 ","$156,625 ","$164,500 ","$129,900 ","$142,250 ",Jefferson
